id,gender_cd,wave,num_dates,partner_id,age,field_cd,race_cd,career_cd,prob,decision,rate_p_attr,rate_p_sinc,rate_p_intel,rate_p_fun,rate_p_amb,gender_p_attr,gender_p_sinc,gender_p_intel,gender_p_fun,gender_p_amb,gender_prob,weight
370,1,14,20,342,28,8.0,2.0,7.0,2,0,5,5,6,4,3,5,5,6,4,3,2,0.05
21,0,2,16,52,21,5.0,4.0,10.0,1,0,5,8,8,5,8,0,0,0,0,0,0,0.0625
363,1,14,20,349,23,5.0,4.0,7.0,5,1,7,8,7,8,8,7,8,7,8,8,5,0.05
443,1,17,11,437,27,13.0,3.0,9.0,7,0,9,6,6,6,6,9,6,6,6,6,7,0.09090909090909091
206,0,9,20,224,31,8.0,1.0,9.0,7,1,7,7,7,7,7,0,0,0,0,0,0,0.05
353,0,14,18,363,25,9.0,4.0,2.0,5,1,6,8,8,7,6,0,0,0,0,0,0,0.05555555555555555
89,0,4,18,98,27,8.0,2.0,2.0,5,0,6,9,7,6,7,0,0,0,0,0,0,0.05555555555555555
255,0,11,21,284,26,10.0,4.0,4.0,6,0,6,7,7,6,7,0,0,0,0,0,0,0.047619047619047616
364,1,14,20,353,27,8.0,3.0,7.0,5,0,5,8,7,6,6,5,8,7,6,6,5,0.05
163,1,7,16,154,26,9.0,2.0,2.0,5,1,8,10,8,8,7,8,10,8,8,7,5,0.0625
198,0,9,20,227,23,13.0,4.0,7.0,4,0,5,5,5,5,5,0,0,0,0,0,0,0.05
292,1,11,21,265,28,13.0,1.0,7.0,4,0,5,7,7,3,5,5,7,7,3,5,4,0.047619047619047616
256,0,11,21,276,24,4.0,4.0,4.0,7,0,6,5,6,7,6,0,0,0,0,0,0,0.047619047619047616
150,0,7,16,165,31,7.0,2.0,2.0,4,1,9,8,8,7,8,0,0,0,0,0,0,0.0625
155,0,7,16,168,27,8.0,2.0,9.0,4,0,3,6,4,6,6,0,0,0,0,0,0,0.0625
411,1,15,18,381,34,8.0,2.0,7.0,4,0,6,7,6,2,5,6,7,6,2,5,4,0.05555555555555555
357,0,14,18,378,27,9.0,4.0,2.0,2,0,5,7,6,2,2,0,0,0,0,0,0,0.05555555555555555
287,1,11,21,261,22,13.0,4.0,6.0,5,0,4,6,5,4,5,4,6,5,4,5,5,0.047619047619047616
224,1,9,20,196,32,3.0,2.0,15.0,5,0,7,8,5,5,5,7,8,5,5,5,5,0.05
169,1,7,16,145,28,10.0,2.0,2.0,8,0,7,9,9,8,9,7,9,9,8,9,8,0.0625
48,1,2,19,21,22,12.0,2.0,6.0,2,0,3,8,5,5,8,3,8,5,5,8,2,0.05263157894736842
228,1,9,20,195,24,10.0,4.0,2.0,5,1,6,6,6,7,6,6,6,6,7,6,5,0.05
49,1,2,19,30,25,8.0,4.0,7.0,6,1,7,7,7,7,7,7,7,7,7,7,6,0.05263157894736842
397,1,15,18,394,24,1.0,2.0,1.0,7,1,7,9,8,8,8,7,9,8,8,8,7,0.05555555555555555
275,1,11,21,253,21,5.0,2.0,7.0,7,1,6,6,7,5,6,6,6,7,5,6,7,0.047619047619047616
79,0,4,18,102,26,5.0,4.0,5.0,2,0,2,2,2,2,2,0,0,0,0,0,0,0.05555555555555555
329,0,13,9,335,29,9.0,2.0,2.0,5,1,6,7,8,6,8,0,0,0,0,0,0,0.1111111111111111
353,0,14,18,375,25,9.0,4.0,2.0,4,0,6,6,6,5,5,0,0,0,0,0,0,0.05555555555555555
233,1,9,20,208,29,13.0,4.0,7.0,5,1,7,8,8,8,8,7,8,8,8,8,5,0.05
331,0,13,9,334,34,9.0,2.0,2.0,7,1,10,8,7,6,6,0,0,0,0,0,0,0.1111111111111111
452,1,17,11,438,29,8.0,4.0,7.0,5,1,6,6,5,6,5,6,6,5,6,5,5,0.09090909090909091
232,1,9,20,200,31,13.0,2.0,9.0,7,1,8,8,9,10,9,8,8,9,10,9,7,0.05
219,1,9,20,204,26,8.0,2.0,7.0,6,1,6,6,8,6,7,6,6,8,6,7,6,0.05
53,1,2,19,33,28,4.0,2.0,4.0,8,0,7,9,9,7,9,7,9,9,7,9,8,0.05263157894736842
158,1,7,16,155,23,10.0,2.0,2.0,6,1,10,9,9,8,7,10,9,9,8,7,6,0.0625
335,1,13,10,328,24,3.0,2.0,2.0,4,0,5,8,6,6,6,5,8,6,6,6,4,0.1
393,0,15,19,408,22,6.0,2.0,6.0,6,1,7,8,9,7,8,0,0,0,0,0,0,0.05263157894736842
22,0,2,16,47,27,9.0,1.0,5.0,4,0,5,7,7,6,6,0,0,0,0,0,0,0.0625
337,1,13,10,324,28,5.0,2.0,5.0,5,0,6,6,7,7,6,6,6,7,7,6,5,0.1
345,0,14,18,365,24,10.0,2.0,4.0,5,1,10,9,9,7,9,0,0,0,0,0,0,0.05555555555555555
12,1,1,10,5,22,1.0,2.0,1.0,4,0,6,7,10,7,6,6,7,10,7,6,4,0.1
354,0,14,18,368,22,3.0,2.0,3.0,8,1,8,9,9,9,10,0,0,0,0,0,0,0.05555555555555555
278,1,11,21,264,32,5.0,2.0,2.0,4,0,3,5,7,5,5,3,5,7,5,5,4,0.047619047619047616
104,1,4,18,76,27,10.0,2.0,2.0,5,0,6,8,7,6,6,6,8,7,6,6,5,0.05555555555555555
167,1,7,16,155,23,10.0,2.0,2.0,4,1,6,6,5,4,4,6,6,5,4,4,4,0.0625
358,0,14,18,370,26,8.0,4.0,7.0,6,0,7,7,8,7,7,0,0,0,0,0,0,0.05555555555555555
351,0,14,18,377,35,9.0,4.0,2.0,5,0,5,6,7,5,7,0,0,0,0,0,0,0.05555555555555555
174,0,8,10,191,29,8.0,4.0,7.0,8,1,5,6,5,7,7,0,0,0,0,0,0,0.1
389,0,15,19,406,21,1.0,2.0,1.0,7,0,4,10,10,10,10,0,0,0,0,0,0,0.05263157894736842
395,0,15,19,414,33,6.0,2.0,6.0,6,0,7,8,8,7,8,0,0,0,0,0,0,0.05263157894736842
281,1,11,21,257,27,3.0,2.0,2.0,6,1,6,7,5,5,6,6,7,5,5,6,6,0.047619047619047616
289,1,11,21,259,28,8.0,4.0,7.0,3,0,4,3,7,5,5,4,3,7,5,5,3,0.047619047619047616
364,1,14,20,352,27,8.0,3.0,7.0,7,1,7,9,9,8,8,7,9,9,8,8,7,0.05
242,0,10,9,247,26,3.0,3.0,2.0,3,0,1,7,6,2,2,0,0,0,0,0,0,0.1111111111111111
450,1,17,11,434,25,13.0,2.0,9.0,3,1,9,8,8,8,7,9,8,8,8,7,3,0.09090909090909091
180,0,8,10,185,24,8.0,4.0,7.0,3,0,4,4,4,3,3,0,0,0,0,0,0,0.1
332,1,13,10,330,30,3.0,4.0,2.0,5,0,7,7,8,6,6,7,7,8,6,6,5,0.1
258,0,11,21,277,25,9.0,6.0,2.0,6,1,8,9,10,5,4,0,0,0,0,0,0,0.047619047619047616
155,0,7,16,161,27,8.0,2.0,9.0,5,1,8,7,7,8,7,0,0,0,0,0,0,0.0625
160,1,7,16,143,29,8.0,1.0,8.0,5,0,4,9,7,5,8,4,9,7,5,8,5,0.0625
68,1,3,10,60,27,6.0,1.0,6.0,5,0,3,6,5,4,6,3,6,5,4,6,5,0.1
254,0,11,21,276,22,7.0,2.0,2.0,5,1,8,7,6,5,5,0,0,0,0,0,0,0.047619047619047616
276,1,11,21,264,26,10.0,2.0,2.0,8,1,8,9,6,8,5,8,9,6,8,5,8,0.047619047619047616
384,0,15,19,410,23,9.0,2.0,10.0,9,1,10,10,10,10,10,0,0,0,0,0,0,0.05263157894736842
39,0,2,16,48,24,1.0,3.0,1.0,3,1,8,5,6,7,5,0,0,0,0,0,0,0.0625
363,1,14,20,345,23,5.0,4.0,7.0,8,1,5,8,7,7,6,5,8,7,7,6,8,0.05
105,1,4,18,78,25,1.0,1.0,1.0,2,0,5,8,8,6,4,5,8,8,6,4,2,0.05555555555555555
110,1,4,18,89,28,14.0,2.0,6.0,6,0,5,7,8,5,9,5,7,8,5,9,6,0.05555555555555555
232,1,9,20,208,31,13.0,2.0,9.0,4,1,7,7,8,8,8,7,7,8,8,8,4,0.05
351,0,14,18,368,35,9.0,4.0,2.0,7,0,7,7,7,7,7,0,0,0,0,0,0,0.05555555555555555
413,1,15,18,395,26,8.0,2.0,8.0,5,0,6,7,6,6,6,6,7,6,6,6,5,0.05555555555555555
97,1,4,18,87,29,10.0,2.0,2.0,4,1,8,8,7,7,6,8,8,7,7,6,4,0.05555555555555555
350,0,14,18,370,31,10.0,2.0,4.0,6,1,8,8,8,8,8,0,0,0,0,0,0,0.05555555555555555
343,0,14,18,370,32,10.0,2.0,4.0,6,1,7,7,7,7,8,0,0,0,0,0,0,0.05555555555555555
341,0,14,18,363,23,13.0,4.0,10.0,8,0,4,10,8,8,8,0,0,0,0,0,0,0.05555555555555555
154,0,7,16,171,27,8.0,2.0,7.0,5,1,8,9,9,8,8,0,0,0,0,0,0,0.0625
358,0,14,18,361,26,8.0,4.0,7.0,7,0,6,7,8,6,8,0,0,0,0,0,0,0.05555555555555555
387,0,15,19,404,25,3.0,2.0,3.0,7,1,9,8,8,8,8,0,0,0,0,0,0,0.05263157894736842
290,1,11,21,268,34,10.0,2.0,2.0,7,1,9,8,8,8,7,9,8,8,8,7,7,0.047619047619047616
368,1,14,20,354,24,13.0,6.0,6.0,8,1,7,8,8,8,8,7,8,8,8,8,8,0.05
402,1,15,18,381,29,2.0,4.0,7.0,4,1,6,7,6,7,7,6,7,6,7,7,4,0.05555555555555555
402,1,15,18,380,29,2.0,4.0,7.0,3,0,6,7,7,6,7,6,7,7,6,7,3,0.05555555555555555
149,0,7,16,164,28,13.0,2.0,2.0,8,0,3,7,8,3,3,0,0,0,0,0,0,0.0625
9,0,1,10,19,26,13.0,6.0,9.0,6,1,8,5,5,6,5,0,0,0,0,0,0,0.1
273,1,11,21,257,29,10.0,2.0,2.0,1,0,7,6,7,5,8,7,6,7,5,8,1,0.047619047619047616
95,1,4,18,81,26,8.0,2.0,7.0,5,1,6,6,6,8,6,6,6,6,8,6,5,0.05555555555555555
373,1,14,20,345,29,8.0,3.0,7.0,7,1,7,8,9,10,6,7,8,9,10,6,7,0.05
288,1,11,21,268,27,3.0,2.0,2.0,4,1,5,5,6,5,5,5,5,6,5,5,4,0.047619047619047616
433,0,17,14,452,30,15.0,6.0,6.0,2,0,1,3,5,2,3,0,0,0,0,0,0,0.07142857142857142
265,0,11,21,276,32,1.0,2.0,2.0,2,0,6,5,8,4,6,0,0,0,0,0,0,0.047619047619047616
382,0,15,19,405,28,14.0,2.0,6.0,5,0,5,9,9,8,9,0,0,0,0,0,0,0.05263157894736842
331,0,13,9,336,34,9.0,2.0,2.0,5,0,6,7,7,4,6,0,0,0,0,0,0,0.1111111111111111
266,0,11,21,282,28,16.0,2.0,10.0,5,0,4,8,6,5,4,0,0,0,0,0,0,0.047619047619047616
433,0,17,14,443,30,15.0,6.0,6.0,7,1,7,6,6,6,4,0,0,0,0,0,0,0.07142857142857142
291,1,11,21,255,27,10.0,4.0,4.0,6,1,5,9,8,7,7,5,9,8,7,7,6,0.047619047619047616
97,1,4,18,77,29,10.0,2.0,2.0,4,1,6,9,9,9,6,6,9,9,9,6,4,0.05555555555555555
32,0,2,16,55,27,3.0,4.0,2.0,3,0,8,8,7,9,7,0,0,0,0,0,0,0.0625
328,0,13,9,340,30,9.0,2.0,2.0,5,1,6,6,7,7,7,0,0,0,0,0,0,0.1111111111111111
402,1,15,18,394,29,2.0,4.0,7.0,4,1,6,7,6,7,6,6,7,6,7,6,4,0.05555555555555555
115,0,5,10,124,21,3.0,2.0,3.0,6,0,2,10,10,2,10,0,0,0,0,0,0,0.1
441,1,17,11,437,24,1.0,2.0,1.0,7,1,8,8,8,8,7,8,8,8,8,7,7,0.09090909090909091
174,0,8,10,189,29,8.0,4.0,7.0,7,1,5,5,5,5,5,0,0,0,0,0,0,0.1
160,1,7,16,152,29,8.0,1.0,8.0,5,0,7,9,10,6,9,7,9,10,6,9,5,0.0625
440,1,17,11,433,21,1.0,2.0,1.0,5,0,6,9,8,9,8,6,9,8,9,8,5,0.09090909090909091
82,0,4,18,111,25,9.0,6.0,2.0,8,0,6,10,9,8,8,0,0,0,0,0,0,0.05555555555555555
370,1,14,20,358,28,8.0,2.0,7.0,5,0,7,9,10,8,10,7,9,10,8,10,5,0.05
109,1,4,18,76,25,14.0,4.0,6.0,5,1,8,10,8,8,8,8,10,8,8,8,5,0.05555555555555555
359,0,14,18,367,26,6.0,2.0,9.0,5,1,8,9,7,8,7,0,0,0,0,0,0,0.05555555555555555
82,0,4,18,105,25,9.0,6.0,2.0,8,1,7,9,9,10,9,0,0,0,0,0,0,0.05555555555555555
155,0,7,16,158,27,8.0,2.0,9.0,5,0,2,6,7,2,7,0,0,0,0,0,0,0.0625
161,1,7,16,146,22,10.0,2.0,10.0,3,0,5,6,7,4,5,5,6,7,4,5,3,0.0625
238,0,10,9,248,27,15.0,2.0,6.0,7,1,9,8,9,8,9,0,0,0,0,0,0,0.1111111111111111
248,1,10,9,238,27,8.0,6.0,7.0,5,0,6,8,7,7,6,6,8,7,7,6,5,0.1111111111111111
233,1,9,20,210,29,13.0,4.0,7.0,6,1,8,8,8,8,8,8,8,8,8,8,6,0.05
38,0,2,16,47,23,1.0,1.0,1.0,2,0,7,9,7,7,4,0,0,0,0,0,0,0.0625
258,0,11,21,273,25,9.0,6.0,2.0,1,0,5,3,9,4,4,0,0,0,0,0,0,0.047619047619047616
83,0,4,18,109,35,8.0,3.0,7.0,3,0,4,8,8,9,6,0,0,0,0,0,0,0.05555555555555555
154,0,7,16,162,27,8.0,2.0,7.0,3,0,5,8,8,7,7,0,0,0,0,0,0,0.0625
173,1,7,16,157,22,2.0,2.0,2.0,6,1,7,8,8,8,8,7,8,8,8,8,6,0.0625
274,1,11,21,259,24,3.0,3.0,2.0,2,0,8,7,8,5,6,8,7,8,5,6,2,0.047619047619047616
261,0,11,21,292,26,10.0,4.0,2.0,7,0,6,6,6,8,8,0,0,0,0,0,0,0.047619047619047616
341,0,14,18,368,23,13.0,4.0,10.0,6,1,2,8,8,8,7,0,0,0,0,0,0,0.05555555555555555
224,1,9,20,206,32,3.0,2.0,15.0,6,1,6,7,8,8,8,6,7,8,8,8,6,0.05
384,0,15,19,403,23,9.0,2.0,10.0,9,0,4,10,9,4,9,0,0,0,0,0,0,0.05263157894736842
86,0,4,18,110,22,3.0,2.0,2.0,6,1,8,7,7,7,7,0,0,0,0,0,0,0.05555555555555555
84,0,4,18,111,32,10.0,3.0,4.0,4,0,3,5,5,4,5,0,0,0,0,0,0,0.05555555555555555
238,0,10,9,246,27,15.0,2.0,6.0,8,0,7,9,9,9,10,0,0,0,0,0,0,0.1111111111111111
171,1,7,16,149,29,8.0,2.0,7.0,8,1,8,7,8,6,9,8,7,8,6,9,8,0.0625
119,0,5,10,122,19,16.0,3.0,1.0,7,0,3,8,5,5,5,0,0,0,0,0,0,0.1
355,0,14,18,372,24,3.0,2.0,3.0,4,0,5,6,7,8,5,0,0,0,0,0,0,0.05555555555555555
343,0,14,18,376,32,10.0,2.0,4.0,3,0,8,8,8,6,8,0,0,0,0,0,0,0.05555555555555555
250,1,10,9,237,25,6.0,6.0,2.0,9,1,6,10,8,7,7,6,10,8,7,7,9,0.1111111111111111
56,0,3,10,73,23,11.0,2.0,9.0,8,1,4,10,9,8,9,0,0,0,0,0,0,0.1
447,1,17,11,437,26,13.0,4.0,7.0,4,0,6,5,6,6,4,6,5,6,6,4,4,0.09090909090909091
267,0,11,21,275,26,10.0,4.0,4.0,6,0,6,5,7,4,7,0,0,0,0,0,0,0.047619047619047616
186,1,8,10,182,24,5.0,4.0,2.0,3,0,5,7,6,5,5,5,7,6,5,5,3,0.1
256,0,11,21,277,24,4.0,4.0,4.0,6,0,6,6,6,6,7,0,0,0,0,0,0,0.047619047619047616
377,1,14,20,352,26,8.0,4.0,7.0,4,0,6,8,6,5,6,6,8,6,5,6,4,0.05
388,0,15,19,408,24,3.0,2.0,3.0,2,0,6,6,6,6,7,0,0,0,0,0,0,0.05263157894736842
283,1,11,21,262,27,5.0,4.0,7.0,10,1,10,10,10,10,10,10,10,10,10,10,10,0.047619047619047616
103,1,4,18,89,26,8.0,2.0,7.0,6,1,8,7,8,7,8,8,7,8,7,8,6,0.05555555555555555
412,1,15,18,379,27,8.0,2.0,7.0,6,0,7,8,9,8,7,7,8,9,8,7,6,0.05555555555555555
22,0,2,16,50,27,9.0,1.0,5.0,6,1,5,6,7,7,7,0,0,0,0,0,0,0.0625
343,0,14,18,372,32,10.0,2.0,4.0,5,1,8,7,7,6,6,0,0,0,0,0,0,0.05555555555555555
148,0,7,16,166,27,8.0,4.0,7.0,2,0,7,8,7,5,5,0,0,0,0,0,0,0.0625
76,0,4,18,96,34,6.0,2.0,2.0,2,0,2,10,4,4,4,0,0,0,0,0,0,0.05555555555555555
90,0,4,18,109,23,10.0,4.0,10.0,2,1,6,7,7,5,6,0,0,0,0,0,0,0.05555555555555555
279,1,11,21,254,25,10.0,2.0,2.0,6,0,6,5,8,7,8,6,5,8,7,8,6,0.047619047619047616
126,1,5,10,112,22,7.0,2.0,4.0,7,1,7,8,7,6,6,7,8,7,6,6,7,0.1
290,1,11,21,254,34,10.0,2.0,2.0,4,0,3,6,6,5,6,3,6,6,5,6,4,0.047619047619047616
109,1,4,18,84,25,14.0,4.0,6.0,5,1,7,10,8,8,6,7,10,8,8,6,5,0.05555555555555555
19,1,1,10,1,28,8.0,2.0,7.0,8,1,7,7,8,8,8,7,7,8,8,8,8,0.1
370,1,14,20,359,28,8.0,2.0,7.0,1,0,6,3,5,4,4,6,3,5,4,4,1,0.05
261,0,11,21,276,26,10.0,4.0,2.0,10,1,8,10,9,8,7,0,0,0,0,0,0,0.047619047619047616
334,1,13,10,330,29,8.0,4.0,4.0,8,1,8,8,8,7,8,8,8,8,7,8,8,0.1
254,0,11,21,278,22,7.0,2.0,2.0,4,0,4,5,5,2,5,0,0,0,0,0,0,0.047619047619047616
434,0,17,14,444,27,11.0,2.0,15.0,6,0,9,8,7,7,7,0,0,0,0,0,0,0.07142857142857142
203,0,9,20,224,22,2.0,2.0,2.0,7,0,4,7,9,3,8,0,0,0,0,0,0,0.05
225,1,9,20,202,28,8.0,3.0,7.0,5,0,4,6,7,2,5,4,6,7,2,5,5,0.05
89,0,4,18,110,27,8.0,2.0,2.0,5,0,7,10,10,10,7,0,0,0,0,0,0,0.05555555555555555
222,1,9,20,197,27,2.0,2.0,2.0,5,1,8,4,7,6,7,8,4,7,6,7,5,0.05
215,1,9,20,202,26,8.0,4.0,7.0,7,0,3,7,7,5,5,3,7,7,5,5,7,0.05
213,0,9,20,224,25,13.0,3.0,7.0,5,0,6,8,8,7,6,0,0,0,0,0,0,0.05
138,1,6,5,136,32,8.0,2.0,7.0,9,1,7,8,10,9,9,7,8,10,9,9,9,0.2
221,1,9,20,210,27,8.0,4.0,7.0,4,1,5,7,7,6,6,5,7,7,6,6,4,0.05
278,1,11,21,272,32,5.0,2.0,2.0,2,0,7,7,7,4,5,7,7,7,4,5,2,0.047619047619047616
382,0,15,19,398,28,14.0,2.0,6.0,5,0,6,6,6,10,6,0,0,0,0,0,0,0.05263157894736842
236,0,10,9,247,24,10.0,4.0,2.0,7,0,3,7,7,4,7,0,0,0,0,0,0,0.1111111111111111
369,1,14,20,348,25,3.0,2.0,3.0,7,0,4,4,5,4,4,4,4,5,4,4,7,0.05
265,0,11,21,290,32,1.0,2.0,2.0,2,0,9,5,8,3,6,0,0,0,0,0,0,0.047619047619047616
108,1,4,18,88,24,5.0,2.0,5.0,6,1,8,9,7,8,5,8,9,7,8,5,6,0.05555555555555555
196,0,9,20,217,25,7.0,4.0,2.0,8,1,6,8,7,6,7,0,0,0,0,0,0,0.05
247,1,10,9,238,25,10.0,4.0,2.0,5,1,6,7,7,6,5,6,7,7,6,5,5,0.1111111111111111
183,0,8,10,192,24,11.0,2.0,6.0,6,1,8,8,8,8,8,0,0,0,0,0,0,0.1
22,0,2,16,48,27,9.0,1.0,5.0,4,1,7,7,7,7,7,0,0,0,0,0,0,0.0625
381,0,15,19,397,24,14.0,2.0,6.0,5,0,5,8,9,4,9,0,0,0,0,0,0,0.05263157894736842
155,0,7,16,172,27,8.0,2.0,9.0,6,0,5,8,8,6,7,0,0,0,0,0,0,0.0625
19,1,1,10,6,28,8.0,2.0,7.0,6,1,6,7,7,6,6,6,7,7,6,6,6,0.1
365,1,14,20,350,30,8.0,2.0,10.0,7,1,9,6,6,7,6,9,6,6,7,6,7,0.05
207,0,9,20,219,23,10.0,2.0,1.0,9,1,9,9,9,10,9,0,0,0,0,0,0,0.05
350,0,14,18,377,31,10.0,2.0,4.0,3,0,5,5,6,4,6,0,0,0,0,0,0,0.05555555555555555
193,1,8,10,182,25,1.0,4.0,1.0,8,0,3,9,7,6,8,3,9,7,6,8,8,0.1
51,1,2,19,36,23,1.0,2.0,1.0,4,1,5,6,8,5,5,5,6,8,5,5,4,0.05263157894736842
364,1,14,20,344,27,8.0,3.0,7.0,6,1,8,7,8,10,8,8,7,8,10,8,6,0.05
343,0,14,18,373,32,10.0,2.0,4.0,6,1,9,8,7,6,9,0,0,0,0,0,0,0.05555555555555555
170,1,7,16,147,28,10.0,4.0,4.0,6,1,7,7,7,6,6,7,7,7,6,6,6,0.0625
384,0,15,19,404,23,9.0,2.0,10.0,9,1,10,10,9,10,10,0,0,0,0,0,0,0.05263157894736842
253,0,11,21,282,33,3.0,4.0,2.0,6,1,7,7,7,7,7,0,0,0,0,0,0,0.047619047619047616
327,0,13,9,338,29,13.0,2.0,7.0,3,0,8,8,8,8,8,0,0,0,0,0,0,0.1111111111111111
378,1,14,20,354,29,8.0,2.0,7.0,6,0,6,6,5,8,6,6,6,5,8,6,6,0.05
174,0,8,10,185,29,8.0,4.0,7.0,5,0,5,5,5,5,5,0,0,0,0,0,0,0.1
202,0,9,20,233,22,2.0,2.0,2.0,6,1,7,8,8,9,7,0,0,0,0,0,0,0.05
23,0,2,16,49,21,3.0,4.0,3.0,6,1,7,7,6,7,6,0,0,0,0,0,0,0.0625
223,1,9,20,203,28,7.0,2.0,2.0,6,1,9,9,9,8,8,9,9,9,8,8,6,0.05
407,1,15,18,396,24,14.0,2.0,6.0,6,0,6,6,7,3,7,6,6,7,3,7,6,0.05555555555555555
142,0,7,16,158,24,13.0,2.0,2.0,9,0,4,5,6,4,6,0,0,0,0,0,0,0.0625
17,1,1,10,9,30,13.0,2.0,2.0,4,1,8,6,7,8,6,8,6,7,8,6,4,0.1
197,0,9,20,219,24,13.0,6.0,7.0,9,0,7,7,8,6,7,0,0,0,0,0,0,0.05
288,1,11,21,264,27,3.0,2.0,2.0,3,0,3,4,5,3,3,3,4,5,3,3,3,0.047619047619047616
191,1,8,10,175,28,8.0,2.0,7.0,7,0,5,9,8,7,8,5,9,8,7,8,7,0.1
162,1,7,16,152,27,10.0,4.0,4.0,4,0,6,7,7,5,6,6,7,7,5,6,4,0.0625
92,0,4,18,102,29,9.0,2.0,7.0,5,0,4,8,9,7,8,0,0,0,0,0,0,0.05555555555555555
417,0,16,8,428,29,3.0,2.0,3.0,8,1,7,8,8,5,8,0,0,0,0,0,0,0.125
367,1,14,20,345,27,13.0,2.0,13.0,7,0,7,7,7,8,6,7,7,7,8,6,7,0.05
71,1,3,10,56,21,1.0,2.0,14.0,1,1,9,8,8,10,9,9,8,8,10,9,1,0.1
374,1,14,20,360,30,8.0,4.0,7.0,6,0,6,6,5,5,4,6,6,5,5,4,6,0.05
448,1,17,11,435,22,1.0,2.0,7.0,6,1,5,7,8,6,6,5,7,8,6,6,6,0.09090909090909091
387,0,15,19,407,25,3.0,2.0,3.0,8,1,8,8,8,8,8,0,0,0,0,0,0,0.05263157894736842
49,1,2,19,27,25,8.0,4.0,7.0,5,1,8,8,7,7,7,8,8,7,7,7,5,0.05263157894736842
149,0,7,16,162,28,13.0,2.0,2.0,8,0,4,8,7,4,8,0,0,0,0,0,0,0.0625
371,1,14,20,341,27,8.0,2.0,9.0,10,1,8,7,7,7,4,8,7,7,7,4,10,0.05
235,0,10,9,245,23,9.0,2.0,2.0,2,0,2,6,8,4,8,0,0,0,0,0,0,0.1111111111111111
196,0,9,20,214,25,7.0,4.0,2.0,5,1,5,8,7,9,8,0,0,0,0,0,0,0.05
84,0,4,18,102,32,10.0,3.0,4.0,3,0,4,5,6,3,7,0,0,0,0,0,0,0.05555555555555555
202,0,9,20,218,22,2.0,2.0,2.0,5,0,6,8,9,6,8,0,0,0,0,0,0,0.05
91,0,4,18,104,25,1.0,6.0,1.0,2,1,7,7,7,7,7,0,0,0,0,0,0,0.05555555555555555
275,1,11,21,257,21,5.0,2.0,7.0,7,1,6,6,7,5,6,6,6,7,5,6,7,0.047619047619047616
52,1,2,19,26,21,1.0,2.0,1.0,3,1,8,7,7,7,6,8,7,7,7,6,3,0.05263157894736842
404,1,15,18,393,23,5.0,2.0,7.0,4,0,3,7,7,6,6,3,7,7,6,6,4,0.05555555555555555
180,0,8,10,189,24,8.0,4.0,7.0,6,0,7,6,7,6,6,0,0,0,0,0,0,0.1
194,0,9,20,218,24,3.0,2.0,3.0,4,1,8,9,10,7,10,0,0,0,0,0,0,0.05
352,0,14,18,361,29,9.0,6.0,6.0,6,0,6,6,7,6,6,0,0,0,0,0,0,0.05555555555555555
144,0,7,16,165,23,10.0,2.0,2.0,8,0,7,6,6,5,6,0,0,0,0,0,0,0.0625
219,1,9,20,207,26,8.0,2.0,7.0,5,1,8,6,8,9,5,8,6,8,9,5,5,0.05
271,0,11,21,279,23,11.0,2.0,11.0,6,1,7,6,7,6,6,0,0,0,0,0,0,0.047619047619047616
354,0,14,18,367,22,3.0,2.0,3.0,7,0,2,8,6,4,4,0,0,0,0,0,0,0.05555555555555555
418,0,16,8,429,25,1.0,4.0,1.0,5,0,8,7,7,7,8,0,0,0,0,0,0,0.125
226,1,9,20,212,23,8.0,2.0,6.0,7,1,8,7,8,8,7,8,7,8,8,7,7,0.05
229,1,9,20,202,28,10.0,2.0,7.0,5,0,2,8,9,4,3,2,8,9,4,3,5,0.05
405,1,15,18,393,30,13.0,1.0,9.0,5,0,5,10,10,10,10,5,10,10,10,10,5,0.05555555555555555
73,1,3,10,62,22,8.0,2.0,7.0,6,1,7,7,7,6,5,7,7,7,6,5,6,0.1
215,1,9,20,205,26,8.0,4.0,7.0,2,0,6,8,8,3,6,6,8,8,3,6,2,0.05
289,1,11,21,268,28,8.0,4.0,7.0,3,1,10,9,8,6,5,10,9,8,6,5,3,0.047619047619047616
30,0,2,16,40,23,1.0,2.0,1.0,5,0,3,6,6,5,6,0,0,0,0,0,0,0.0625
400,1,15,18,392,26,8.0,2.0,7.0,8,0,4,7,7,6,6,4,7,7,6,6,8,0.05555555555555555
442,1,17,11,434,25,1.0,2.0,1.0,4,1,6,6,5,4,4,6,6,5,4,4,4,0.09090909090909091
264,0,11,21,285,26,6.0,2.0,2.0,4,0,2,5,6,2,6,0,0,0,0,0,0,0.047619047619047616
387,0,15,19,399,25,3.0,2.0,3.0,7,1,7,7,8,8,7,0,0,0,0,0,0,0.05263157894736842
260,0,11,21,284,27,10.0,4.0,2.0,6,1,7,8,8,8,7,0,0,0,0,0,0,0.047619047619047616
336,1,13,10,326,25,17.0,3.0,17.0,4,0,4,8,7,8,7,4,8,7,8,7,4,0.1
107,1,4,18,87,21,7.0,2.0,2.0,8,1,9,9,9,9,9,9,9,9,9,9,8,0.05555555555555555
145,0,7,16,172,24,10.0,2.0,2.0,5,1,9,9,9,7,8,0,0,0,0,0,0,0.0625
39,0,2,16,43,24,1.0,3.0,1.0,7,1,7,9,8,7,6,0,0,0,0,0,0,0.0625
